,DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,Bcatenin_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,BAD_N,BCL2_N,pS6_N,pCFOS_N,SYP_N,H3AcK18_N,EGR1_N,H3MeK4_N,CaNA_N,class
0,0.31271112133926404,0.517933598884255,2.253668897407834,1.4973623672480654,2.3043651476023914,-0.34501948024648077,-0.1586011538765481,-0.8999016559632755,0.6041150622175913,0.6914747176547479,0.41199560869423635,-0.13730652174356964,1.6256198800034716,0.4751533070686157,1.6666375942955372,-0.6461536566950982,1.168308593118611,1.6290887586866207,-0.01875830381370557,1.392550388380229,0.17487459833993937,0.11963335384136166,-0.05878580978033986,2.0820889344419773,1.8564580191776174,1.492536980654997,0.6762253224193129,1.145758975079293,1.0007090019126832,-0.09153424502628532,0.8041584073977459,2.063177903663871,-0.6181978845765301,0.09301054467726168,-0.8973428466717234,0.5412031034733077,-0.08236005558502064,1.2763350484400746,0.2380205029771189,0.5981171750567359,0.4394527148759983,0.9567521263123021,-0.6434761951032096,0.03655290285728551,-0.5811086575232428,1.6268908291287678,-0.4557587421993383,0.06064509145767887,-0.5431861764272576,0.39175716157103546,-0.25031145033029806,-0.2361543475855485,0.5072322628070987,-1.0662755333408032,-0.7626360798836037,-0.18598558712101165,-1.2366101188295262,-0.42323847178997376,0.1775900146228465,0.6026785129077121,-1.1752248007219792,-1.457889202463542,0.2216073991428058,-0.8666193899468199,-2.1370751252624056,-1.1198348171337025,-0.1825664319243565,-1.305402996843849,-1.3332242241019299,-1.195736157289282e-14,-1.0662755333408032,-0.9873708390525338,-0.28574429508532645,-1.0116145820224465,-1.4166239366705715,-1.6078906096720218,1.0659009079901922,7
1,0.35679793072956456,0.2865013286709265,1.8802794960132254,1.420008951302926,1.9767685538891202,-0.5181264899684453,-0.3345226507069681,-0.9630176819681415,0.4426582178833736,0.3598308931435096,0.4325950371337321,-0.278601485627226,1.3051013335503359,0.136414056400251,1.1113591648191807,-0.742676534621207,0.6061702672519168,1.0765497935038302,0.035675944605613345,1.1983133618699224,0.10114361953137802,-0.1373868521065579,-0.2587979994367668,1.7656662737447921,1.549858107816784,1.3780162265361284,0.41618462580295645,0.7729057348623204,0.7240762663527868,-0.39960917332550805,0.42797580155152926,1.7951987060719963,-0.7154320925526275,-0.44210231317203696,-1.0151690348186029,0.021853121464423593,-0.3992280261406369,0.8405367832317802,-0.22966581748787154,0.17739928380924194,0.11369087347079318,0.5347266356820454,-0.7572762314787007,0.034361753806506246,-0.5528062177324963,1.7412432736542955,-0.46203863586325983,0.04351152813163212,-0.5435956420555105,0.30119008501003625,-0.24324807469574417,-0.26669001604029174,0.27969858701885714,-1.0461669348589369,-0.3987487880178346,-0.12008826155300953,-1.104905784611778,-0.20069605696886753,0.46522162363857994,0.5759234803431647,-0.8558038627998878,-1.1214235081402186,0.4975065445483648,-0.9070061036645946,-2.074347060429692,-1.322118119477106,0.005344243064144813,-0.9067247220378284,-1.5589378057302075,-1.195736157289282e-14,-1.0461669348589369,-1.1621138919416336,-0.06764510097261331,-1.063457754287943,-1.3252180284015516,-1.5468439214964642,1.2802911839291444,7
2,0.3349658802009478,0.4504646087684488,2.012927630433452,1.1248604908564186,1.9091485046618444,-0.5812982764304032,-0.22689105300950715,-0.969835132334764,0.5433353444837364,0.28459964929518333,0.38136373109002,-0.4284618471252957,1.209506099307951,0.14490960752709695,1.510160192418715,-0.6633322667335694,0.6287394073882605,1.0244523730670914,0.37296316548116454,1.038484978230494,0.09874865833169781,0.0905591257354345,-0.25024771148581454,1.779179964018553,1.6819812324523222,1.3452449879466324,0.531041209830263,0.9519740745197974,0.7626317060301587,-0.2678036292287068,0.3010013691871438,1.8467248101851481,-0.7103726494547875,-0.4199974586898667,-1.0149774819844326,-0.01649465127331615,-0.41394319684922476,0.5804611790431982,-0.1399683145169122,0.10785820874064972,-0.05043944763357308,0.42570757298591577,-0.8841834463131861,0.11295329088598867,-0.5033077629487143,2.0481017396624157,-0.3151895550632521,0.25283672981195016,-0.31401875880237085,0.22728375042859908,-0.16750581966408942,-0.5625620622859961,0.5965369445362995,-0.9262709222063361,-0.740008338188656,-0.20424585257951403,-1.1297643661774954,-0.23655385960135522,0.658633718883913,0.5911186344961563,-0.20576036509248913,-1.1977264848773983,0.4644940318343305,-0.8589273372761153,-2.1386552723360905,-1.3972504055913522,-0.02183064914080418,-1.1386113338522599,-1.489897350287172,-1.195736157289282e-14,-0.9262709222063361,-1.0793657235171643,-0.1550591363972315,-1.0651299277891222,-1.3732570893233813,-1.623594637031406,1.8570383108078004,7
3,0.06547426763517222,-0.00010283106824646012,0.8021231470861756,0.4894807224546289,1.2192454503990635,-0.2474235759877294,-0.1994609705321125,-1.0711956562936107,-0.17123581114700062,0.3570614080817257,0.10843060739310839,-0.3233654353239598,1.1344098987717686,0.8420232712221448,0.4210381549449402,-1.1011111448102,0.018083743797604995,1.2631168160963275,0.5232716442251837,0.35746025032298356,0.032965517162877135,-0.007398873408590733,-0.03961368247627337,0.3391541324473074,0.7599759383967571,1.011496994297054,0.5287427039578216,0.15710318620027494,0.34255062135786757,-0.2210000442619688,0.09509723793699283,0.8188468014105251,-0.7074692009228516,-0.355644286591115,-0.9558568854309848,-0.09873252001748584,-0.3826437771953576,0.29600127430947687,-0.19841534204024194,0.15381194787040817,0.23452833446556504,0.35799800778715046,0.026037258622039237,-0.6595131995521327,-1.058607892206546,1.1896170150413259,-0.16295544547840965,0.10565831973928176,-1.0085129078859287,0.003718401045686447,-0.3060266473155057,-0.016278131192444853,0.319738584633268,-1.2850194979246023,-1.050317550946945,-0.7024366229571339,-1.265326788370132,-0.2608063258189677,0.375563329137485,0.6887371882777809,-1.1747566064567605,-1.3390509001320203,-0.2569319681216994,-1.093307463456057,-1.6544970572907023,-1.4354228891545526,-0.16431776645435417,-1.1928871785635995,-0.9502518567047575,-1.195736157289282e-14,-1.2850194979246023,-0.8601921796271699,-0.8189891969145524,-0.7233665848192902,-0.9847175069313259,-1.2183642209836252,1.1444898958282088,7
4,0.03668176023974206,0.0013053105630124072,0.8056916059707437,0.1976516237008499,0.9392016576832191,-0.4827586153999016,-0.3045159131519664,-1.0853413444234141,-0.6276708900507111,0.16210680510554218,0.014669202331852881,-0.5116293044632219,0.8738601490340532,0.06361117777424741,0.33205165699688316,-1.1666717252963705,-0.3030921254044737,1.0155381041475515,0.6096062722213784,0.04368986855082168,-0.05087344983670777,-0.15397197206726893,-0.2148855623724912,0.45458592458666836,0.6468134030618333,0.76657885950093,0.2677707780764312,0.021461245469708328,0.07893356669800401,-0.4838544441627154,-0.10249956332120913,0.7177940105970351,-0.7624007667209621,-0.668587940061826,-1.1433032159556935,-0.5489350160399749,-0.4812558860664122,-0.12091806982655735,-0.5962502316524332,-0.08812329881749453,-0.06671033271411968,0.007289340552037272,-0.006596527224857772,-0.7130412261530173,-1.0129983369053024,1.269870907912204,-0.10514381336601533,0.11763795527870782,-0.8726419181026515,0.026480830898167117,-0.27983553542281625,-0.18645288935853294,0.4737386163360526,-1.1728954574990387,-0.9622074376147246,-0.5456393365256506,-1.067754144203695,-0.36601195961523975,0.9657914347444558,0.5325296252249992,-0.562332099156159,-1.3167206808278218,-0.054482035925473515,-0.8892954449059519,-1.669362403878319,-1.3919052719551752,0.3171940203264225,-0.7272417243087366,-1.0571413850844849,-1.195736157289282e-14,-1.1728954574990387,-0.8848813539142828,-0.17950247784474188,-0.9433775924228999,-1.1814349949478185,-1.187585344701011,1.5835303897992443,7
5,0.08716851569718996,0.04408843779486317,0.9798772753502942,0.25579135493004446,1.0347133494139533,-0.35108945814519604,-0.2079538292840106,-1.0797187357196625,-0.5345284526688795,0.02943160593631323,0.059290101037461594,-0.45645175502589175,0.8813576343296128,-0.17787806084482555,0.28286976322245233,-1.0957109378462622,-0.08777873455250355,0.9210845518541954,0.7971962370007548,-0.07731491995589101,-0.042197266753096666,-0.11836180001082247,-0.02899248898703726,0.1624011504623392,0.7398074050673743,1.1269303135379127,0.2717658346659898,0.2750175512220306,0.09300205484057618,-0.410917376400342,-0.2253727304410399,0.7422746295321367,-0.7678570703347739,-0.73384045162833,-1.3356012682945964,-0.6924306539876134,-0.45274811839244683,-0.22660767818191443,-0.5792974921663857,-0.1569037289849694,-0.23455579133754775,-0.08607479480239372,-0.07632114877857461,-0.640300015717943,-0.945958449877867,1.3255591257318622,-0.12450107517681017,-0.11767881866185737,-0.7050583245953622,-0.2045918035378454,-0.2202175545207939,-0.5030407484810945,0.24002946445319254,-1.0542897863514775,-1.1227613752644434,-0.25918567790625313,-1.1594212347217032,-0.4268430920323397,0.43013337585763317,0.36816417281041947,-0.5946298833052948,-1.5596359377270017,-0.16357981093986806,-0.9112146126610834,-1.621190723651324,-1.8391495796755049,-0.05396677328840752,-1.2495699107030571,-0.9958487635692449,-1.195736157289282e-14,-1.0542897863514775,-0.9391336284063266,-0.09397201727171514,-0.9770364821453127,-1.1689607218917937,-1.3166156058314138,1.5098926547534552,7
6,0.00892938243913949,-0.1728135034777011,0.4792015267781956,0.1066053352188546,0.6755594699293843,-0.19239102994547316,0.07992458844989395,-1.1794031153966829,-0.5160424576952679,0.3934323703942921,-0.10446154267732974,-0.2669747237597301,1.0205462820575864,0.0569112775224253,0.156836185395594,-1.2871165980024688,-0.24848974147451433,1.0131964292635165,0.8210265121446991,-0.28382563042283265,0.08083285957818954,-0.07337735732784449,0.21104297340955458,-0.19712208200434286,0.1918645319873496,0.7844253656409812,0.5859269660880678,0.08436240042263296,-0.0005144253335487318,-0.22269817783768844,0.01235222463016518,0.3293925107290948,-0.7043591413929432,-0.3808874437210525,-0.9133467650662236,-0.012308525083588234,-0.26464967267620554,0.009292310154800597,-0.23501880601346511,0.05107931206367884,0.2504485687489999,0.028064408167647315,0.45317340179371307,-1.2127969294011736,-1.3942566042103384,0.8198394908044979,0.11630884387102684,-0.006412550455038441,-1.1819204695263352,-0.45671079637378476,-0.370514063606112,-0.5274375525630739,0.12240622220677125,-1.6599129347539618,-0.9088310339143599,-1.1820047458227847,-1.3701546208070714,-0.46392239363200277,0.0765382791642686,0.6798873279426714,-1.3633296162793196,-1.7756128639429707,-0.8449654507662214,-1.4689798040849575,-1.7722308773393878,-1.2132600389673267,-0.5355280998293052,-1.5553210577103878,-0.6090235576599431,-1.195736157289282e-14,-1.6599129347539618,-0.8505656782807784,-0.599077721631867,-0.5974546103896781,-0.7298500649960906,-0.9977899334931598,0.6016167776492285,7
7,-0.03570738330085025,-0.21127360468811401,0.17476245214487846,-0.10712263198288074,0.45610280559339805,-0.44117260611357995,-0.0806959881607931,-1.1828285678558361,-0.7000570076642472,-0.008757179229540113,-0.13006434714302767,-0.5876718315830537,0.7851335292448275,-0.4033068799770008,-0.06089376309170317,-1.3238060845895172,-0.5645717298877739,0.6897575727846936,0.7018937243494369,-0.42583485471362703,-0.08241184048980531,-0.05048258871141594,-0.3288195597716635,-0.2884578605716973,0.11610715209653155,0.5896218813674133,0.26508944893912234,-0.1816266938503738,-0.13749863581975605,-0.31564867535515073,-0.4806402772091013,0.31170558075140214,-0.7658374309574871,-0.6916431384478555,-1.0381253157552466,-0.5225754403010012,-0.5990649679433462,-0.451892985869962,-0.6302804068853105,-0.2987854866400708,-0.31976006912748217,-0.3817348333779339,0.29472793130180136,-1.1348637649437627,-1.5118011882059659,0.6937217743897421,0.1542473352621076,-0.10467444104620427,-1.023594980424249,-0.12543015397343552,-0.3459461148392839,-0.3800552793974889,0.18931481247696602,-1.5436127513147764,-1.082645627463909,-0.905992275323274,-1.3179740327748608,-0.3543168082116294,0.7165114296228724,0.29287386078858985,-0.9291636288129045,-1.6613216088232963,-0.6542775607115225,-1.0452558053010064,-1.7790098959494505,-1.7044743388613708,-0.05092282553518811,-1.2118925506053604,-0.639030009801428,-1.195736157289282e-14,-1.5436127513147764,-0.7811664113819932,-0.9569282542785411,-0.853074909365802,-0.7593674704327714,-0.9580306641422964,0.9933595250444196,7
8,-0.15869544793819512,-0.31322521586513324,-0.027752534617403894,-0.49486356949359545,0.23622840739064013,-0.6243551217421328,-0.5211930104632637,-1.296129058363099,-0.9804114987382982,-0.3578911449912309,-0.20092015807838537,-0.8970216013064373,0.3657016680239017,-0.703780493644568,-0.6586204447098382,-1.4279253794721758,-0.8147450480524521,0.6170535813912933,0.3249423069857338,-0.6415084944594135,-0.24053515345420284,-0.6596592266000011,-0.38383112959523275,-0.4944254073293912,-0.06116627458546323,0.3251253159567011,-0.3315999508049898,-0.493090444412084,-0.4775545045226974,-0.5080702854151212,-0.8776728579682074,-0.016992290331214122,-0.833678147321123,-1.1317419526116859,-1.3553245229197102,-0.999483284920612,-0.9985274383579731,-0.7202793026871496,-0.9692208254412192,-0.7157971355671273,-0.6755245190715954,-0.9083360456402931,0.1746107108628374,-1.0572497980017062,-1.3447053239693731,0.3244394571196159,0.1706230643694881,0.054165425189021406,-0.9835228459301425,-0.24756234720857914,-0.31120572582295497,-0.5639104594290235,-0.041696873082035985,-1.1475784007528709,-1.2414721800680222,-0.8393667730099049,-1.254388075370156,-0.30922023363597817,0.3443135798949576,0.22463703831430737,-0.8702200422837473,-1.8419610814855185,-0.5812895988388924,-1.0873960280563315,-1.90385767126999,-1.685078209242514,-0.1759277115690372,-1.3907816692839232,-0.692853600085443,-1.195736157289282e-14,-1.1475784007528709,-1.1110484151650861,-0.15641031280509923,-0.8199154981228204,-0.8394126331887661,-0.9824607283122969,1.5673439421768174,7
9,-0.18072623711262675,-0.4690315239862529,0.8799427562239701,-0.57984476064498,-0.26342541505136874,-0.1328108371724784,0.2314164876133462,-1.4072496052938968,-0.7526478951203872,-0.030797807383864114,-0.26229391735292207,0.20453477550929497,0.9661654963567684,0.1892568887714062,-0.6991165445969882,-1.5065972884805485,-0.7643954523469928,0.5363245882113428,0.7541802785961365,-0.8781733543468481,-0.19954818528496404,0.5506206559506185,0.6798245395352416,-0.8029726201697173,-0.46698680114232965,0.30958670255674203,0.475066679855902,0.7019177008300247,-0.4680626723644227,0.21194404757185198,-0.399356773955979,-0.5178231184389855,-0.6022858346762046,-0.2900121637235942,-0.23519620009029502,-0.13883322859705508,-0.31874860426577956,-0.178572130902181,-0.3900339550849878,0.024368548889874064,0.37385445388434146,0.11061037209663362,0.7138566682095792,-1.4007245604773433,-1.7665729965130472,0.7447801671929943,0.38050367424238657,0.2512388473272236,-1.3062662076836251,-0.7368849646420271,-0.38344919663414434,-0.011817266576903285,-0.43674974399549976,-1.9776260156887837,-2.1269250013305085,-1.2313845801597132,-1.3469271111963474,0.429765699794483,0.06580868247798635,0.8036595191342483,-1.4189018041933843,-1.5481749735182675,-1.0470209255351124,-1.637303489215156,-0.8231705504113713,-1.5501258846499668,-0.4813083599417438,-1.2822206961871039,0.9741010683356522,-1.195736157289282e-14,-1.9776260156887837,-0.6148612161502549,-0.4710722204535927,-0.4331667098567475,0.15766303314987892,-0.2727745925453033,0.5649508364814947,7
